Original Prediction,Adversary Prediction,Truth,epsilon
5,5,5,0.01
8,8,8,0.01
3,3,3,0.01
4,4,4,0.01
9,9,9,0.01
0,0,0,0.01
1,1,1,0.01
5,5,5,0.01
6,6,6,0.01
0,0,0,0.01
1,1,1,0.01
3,3,3,0.01
4,4,4,0.01
4,4,4,0.01
9,9,9,0.01
7,7,7,0.01
5,5,5,0.01
5,5,5,0.01
9,9,9,0.01
3,3,3,0.01
8,8,8,0.01
2,2,2,0.01
1,1,1,0.01
8,8,8,0.01
5,5,5,0.01
2,2,2,0.01
0,0,0,0.01
1,1,1,0.01
0,0,0,0.01
2,2,2,0.01
3,3,3,0.01
7,7,7,0.01
4,4,4,0.01
1,1,1,0.01
9,9,9,0.01
2,2,2,0.01
4,4,4,0.01
3,3,3,0.01
9,9,9,0.01
8,8,8,0.01
1,1,1,0.01
6,6,6,0.01
5,5,5,0.01
2,2,2,0.01
8,8,8,0.01
8,8,8,0.01
4,4,4,0.01
3,3,3,0.01
1,1,1,0.01
9,9,9,0.01
3,3,3,0.01
0,0,0,0.01
5,5,5,0.01
2,2,2,0.01
1,1,1,0.01
7,7,7,0.01
1,1,1,0.01
3,3,3,0.01
6,6,6,0.01
5,5,5,0.01
0,0,0,0.01
8,8,8,0.01
4,4,4,0.01
7,7,7,0.01
5,5,5,0.01
5,5,5,0.01
4,4,4,0.01
8,8,8,0.01
0,0,0,0.01
7,7,7,0.01
3,3,3,0.01
4,4,4,0.01
7,7,7,0.01
4,4,4,0.01
1,1,1,0.01
3,3,3,0.01
8,8,8,0.01
4,4,4,0.01
9,9,9,0.01
1,1,1,0.01
8,8,8,0.01
9,9,9,0.01
5,5,5,0.01
8,8,8,0.01
1,1,1,0.01
9,9,9,0.01
9,9,9,0.01
7,7,7,0.01
5,5,5,0.01
6,6,6,0.01
9,9,9,0.01
0,0,0,0.01
2,2,2,0.01
6,6,6,0.01
6,6,6,0.01
0,0,0,0.01
9,9,9,0.01
2,2,2,0.01
9,9,9,0.01
8,8,8,0.01
2,2,2,0.01
9,9,9,0.01
4,4,4,0.01
3,3,3,0.01
1,1,1,0.01
6,6,6,0.01
1,1,1,0.01
5,5,5,0.01
4,4,4,0.01
7,7,7,0.01
8,8,8,0.01
4,4,4,0.01
4,4,4,0.01
3,3,3,0.01
8,8,8,0.01
7,7,7,0.01
8,8,8,0.01
4,4,4,0.01
5,5,5,0.01
3,3,3,0.01
7,7,7,0.01
2,2,2,0.01
2,2,2,0.01
5,5,5,0.01
3,3,3,0.01
5,5,5,0.01
9,9,9,0.01
2,2,2,0.01
4,4,4,0.01
6,6,6,0.01
5,5,5,0.01
4,4,4,0.01
2,2,2,0.01
0,0,0,0.01
5,5,5,0.01
5,5,5,0.01
9,9,9,0.01
1,1,1,0.01
3,3,3,0.01
4,4,4,0.01
1,1,1,0.01
6,6,6,0.01
4,4,4,0.01
1,1,1,0.01
4,4,4,0.01
5,5,5,0.01
1,1,1,0.01
5,5,5,0.01
4,4,4,0.01
7,7,7,0.01
1,1,1,0.01
2,2,2,0.01
8,8,8,0.01
1,1,1,0.01
0,0,0,0.01
5,5,5,0.01
1,1,1,0.01
9,9,9,0.01
9,9,9,0.01
2,2,2,0.01
3,3,3,0.01
0,0,0,0.01
3,3,3,0.01
5,5,5,0.01
1,1,1,0.01
5,5,5,0.01
2,2,2,0.01
9,9,9,0.01
3,3,3,0.01
8,8,8,0.01
4,4,9,0.01
8,8,8,0.01
0,0,0,0.01
0,0,0,0.01
5,5,5,0.01
6,6,6,0.01
9,9,9,0.01
0,0,0,0.01
4,4,4,0.01
3,3,3,0.01
6,6,6,0.01
0,0,0,0.01
4,4,4,0.01
6,6,6,0.01
8,8,8,0.01
6,6,6,0.01
5,5,5,0.01
9,9,9,0.01
2,2,2,0.01
8,8,8,0.01
1,1,1,0.01
4,4,4,0.01
2,2,2,0.01
7,7,7,0.01
9,9,9,0.01
8,8,8,0.01
5,5,5,0.01
1,1,1,0.01
3,3,3,0.01
5,5,5,0.01
3,3,3,0.01
7,7,7,0.01
8,8,8,0.01
4,4,4,0.01
5,5,5,0.01
3,3,3,0.01
6,6,6,0.01
8,8,8,0.01
4,4,4,0.01
2,2,2,0.01
1,1,1,0.01
6,6,6,0.01
1,1,1,0.01
8,8,8,0.01
6,6,6,0.01
8,8,8,0.01
8,8,8,0.01
1,1,1,0.01
9,9,9,0.01
6,6,6,0.01
0,0,0,0.01
3,3,3,0.01
1,1,1,0.01
3,3,3,0.01
2,2,2,0.01
4,4,4,0.01
3,3,3,0.01
3,3,3,0.01
1,1,1,0.01
4,4,4,0.01
7,7,7,0.01
1,1,1,0.01
2,2,2,0.01
0,0,0,0.01
1,1,1,0.01
2,2,2,0.01
9,9,9,0.01
9,9,9,0.01
4,4,4,0.01
0,0,0,0.01
3,3,3,0.01
6,6,6,0.01
0,0,0,0.01
1,1,1,0.01
7,7,7,0.01
0,0,0,0.01
7,7,7,0.01
6,6,6,0.01
0,0,0,0.01
0,0,0,0.01
0,0,0,0.01
2,2,2,0.01
9,9,9,0.01
5,5,5,0.01
5,5,5,0.01
9,9,9,0.01
5,5,5,0.01
7,7,7,0.01
5,5,5,0.01
2,2,2,0.01
9,9,9,0.01
4,4,4,0.01
8,8,8,0.01
6,6,6,0.01
2,2,2,0.01
2,2,2,0.01
9,9,9,0.01
0,0,0,0.01
1,1,1,0.01
4,4,4,0.01
4,4,4,0.01
9,9,9,0.01
9,9,9,0.01
7,7,2,0.01
8,8,8,0.01
7,7,7,0.01
9,9,9,0.01
0,0,0,0.01
4,4,4,0.01
3,3,3,0.01
0,0,0,0.01
9,9,9,0.01
7,7,7,0.01
6,6,6,0.01
4,4,4,0.01
3,3,3,0.01
9,9,9,0.01
0,0,0,0.01
8,8,8,0.01
1,1,1,0.01
9,9,9,0.01
3,3,3,0.01
7,7,7,0.01
4,4,4,0.01
6,6,6,0.01
1,1,1,0.01
2,2,2,0.01
1,1,1,0.01
8,8,8,0.01
9,9,9,0.01
7,7,7,0.01
4,4,4,0.01
8,8,8,0.01
7,7,7,0.01
2,2,2,0.01
8,8,8,0.01
7,7,7,0.01
7,7,7,0.01
8,8,8,0.01
9,9,9,0.01
3,3,3,0.01
1,1,1,0.01
5,5,5,0.01
2,2,2,0.01
0,0,0,0.01
0,0,0,0.01
9,9,7,0.01
7,7,7,0.01
8,8,8,0.01
2,2,2,0.01
7,7,7,0.01
9,9,9,0.01
3,3,3,0.01
5,5,5,0.01
1,1,1,0.01
2,2,2,0.01
4,4,4,0.01
6,6,6,0.01
2,2,2,0.01
3,3,3,0.01
5,5,5,0.01
6,6,6,0.01
2,2,2,0.01
9,9,9,0.01
6,6,6,0.01
1,1,1,0.01
5,5,5,0.01
4,4,4,0.01
1,1,1,0.01
7,7,7,0.01
2,2,2,0.01
7,7,7,0.01
9,9,9,0.01
3,3,3,0.01
5,5,5,0.01
8,8,8,0.01
1,1,1,0.01
7,7,7,0.01
2,2,2,0.01
9,9,4,0.01
0,0,0,0.01
6,6,6,0.01
1,1,1,0.01
8,8,8,0.01
1,1,1,0.01
3,3,3,0.01
5,5,5,0.01
0,0,0,0.01
1,1,1,0.01
1,1,1,0.01
2,2,2,0.01
7,7,7,0.01
7,7,7,0.01
0,0,0,0.01
9,9,9,0.01
0,0,0,0.01
1,1,1,0.01
2,2,2,0.01
7,7,7,0.01
3,3,3,0.01
6,6,6,0.01
5,5,5,0.01
0,0,0,0.01
7,7,7,0.01
5,5,5,0.01
9,9,9,0.01
3,3,3,0.01
1,1,1,0.01
5,5,5,0.01
8,8,8,0.01
3,3,3,0.01
7,7,7,0.01
3,3,3,0.01
6,6,6,0.01
2,2,2,0.01
8,8,8,0.01
7,7,7,0.01
7,7,7,0.01
4,4,4,0.01
0,0,0,0.01
3,3,3,0.01
7,7,7,0.01
7,7,7,0.01
0,0,0,0.01
8,8,8,0.01
3,3,3,0.01
5,5,5,0.01
5,5,5,0.01
2,2,2,0.01
5,5,5,0.01
4,4,4,0.01
2,2,2,0.01
1,1,1,0.01
0,0,0,0.01
3,3,3,0.01
2,2,2,0.01
0,0,0,0.01
7,7,7,0.01
5,5,5,0.01
6,6,6,0.01
2,2,2,0.01
3,3,3,0.01
4,4,4,0.01
0,0,0,0.01
2,2,2,0.01
3,3,3,0.01
4,4,4,0.01
1,1,1,0.01
9,9,9,0.01
5,5,5,0.01
0,0,0,0.01
9,9,9,0.01
7,7,7,0.01
9,9,9,0.01
7,7,7,0.01
4,4,4,0.01
6,6,6,0.01
2,2,2,0.01
5,5,5,0.01
9,9,9,0.01
5,5,5,0.01
6,6,4,0.01
0,0,0,0.01
4,4,4,0.01
2,2,2,0.01
3,3,3,0.01
0,0,0,0.01
1,1,1,0.01
4,4,4,0.01
6,6,6,0.01
8,8,8,0.01
3,3,3,0.01
1,1,1,0.01
8,8,8,0.01
9,9,9,0.01
7,7,7,0.01
2,2,2,0.01
8,8,8,0.01
9,9,9,0.01
6,6,6,0.01
9,9,9,0.01
9,9,9,0.01
5,5,5,0.01
4,4,4,0.01
5,5,5,0.01
7,7,7,0.01
9,9,9,0.01
4,4,4,0.01
4,4,4,0.01
8,8,8,0.01
6,6,6,0.01
2,2,2,0.01
9,9,9,0.01
8,8,8,0.01
9,9,9,0.01
5,5,5,0.01
9,9,9,0.01
7,7,7,0.01
9,9,9,0.01
7,7,7,0.01
7,7,7,0.01
4,4,4,0.01
7,7,7,0.01
3,3,3,0.01
1,1,1,0.01
2,2,2,0.01
5,5,5,0.01
3,3,3,0.01
1,1,1,0.01
1,1,1,0.01
2,2,2,0.01
3,3,3,0.01
1,1,1,0.01
7,7,7,0.01
3,3,3,0.01
4,4,4,0.01
5,5,5,0.01
2,2,2,0.01
7,7,7,0.01
1,1,1,0.01
1,1,1,0.01
8,8,8,0.01
6,6,6,0.01
0,0,0,0.01
9,9,9,0.01
8,8,8,0.01
5,5,5,0.01
5,5,5,0.01
3,3,3,0.01
4,4,4,0.01
1,1,1,0.01
9,9,9,0.01
3,3,3,0.01
0,0,0,0.01
8,8,8,0.01
5,5,5,0.01
0,0,0,0.01
0,0,0,0.01
9,9,9,0.01
7,7,7,0.01
5,5,5,0.01
9,9,9,0.01
8,8,8,0.01
0,0,0,0.01
8,8,8,0.01
3,3,3,0.01
5,5,5,0.01
1,1,1,0.01
7,7,7,0.01
0,0,0,0.01
9,9,9,0.01
5,5,5,0.01
6,6,6,0.01
2,2,2,0.01
0,0,0,0.01
3,3,3,0.01
4,4,4,0.01
8,8,8,0.01
6,6,6,0.01
8,8,8,0.01
9,9,9,0.01
5,5,5,0.01
3,3,3,0.01
8,8,8,0.01
2,2,2,0.01
4,4,4,0.01
3,3,3,0.01
0,0,0,0.01
3,3,3,0.01
1,1,1,0.01
3,3,3,0.01
2,2,2,0.01
7,7,7,0.01
6,6,6,0.01
5,5,5,0.01
3,3,3,0.01
2,2,2,0.01
4,4,4,0.01
0,0,0,0.01
8,8,8,0.01
0,0,0,0.01
4,4,4,0.01
8,8,8,0.01
9,9,9,0.01
9,9,9,0.01
9,9,9,0.01
4,4,4,0.01
4,4,4,0.01
2,2,2,0.01
1,1,1,0.01
3,3,3,0.01
3,3,3,0.01
5,5,5,0.01
0,0,0,0.01
2,2,2,0.01
0,0,0,0.01
8,8,8,0.01
8,8,8,0.01
2,2,2,0.01
6,6,6,0.01
7,7,7,0.01
9,9,9,0.01
4,4,4,0.01
9,9,9,0.01
2,2,2,0.01
1,1,1,0.01
5,5,5,0.01
3,3,3,0.01
9,9,9,0.01
5,5,5,0.01
5,5,5,0.01
9,9,9,0.01
4,4,4,0.01
8,8,8,0.01
7,7,7,0.01
7,7,7,0.01
5,5,5,0.01
7,7,7,0.01
3,3,3,0.01
3,3,3,0.01
0,0,0,0.01
5,5,5,0.01
9,9,9,0.01
1,1,1,0.01
7,7,7,0.01
2,2,2,0.01
5,5,5,0.01
5,5,5,0.01
5,5,5,0.01
5,5,5,0.01
9,9,9,0.01
0,0,0,0.01
9,9,9,0.01
2,2,2,0.01
5,5,5,0.01
5,5,5,0.01
5,5,5,0.01
1,1,1,0.01
3,3,3,0.01
9,9,9,0.01
9,9,9,0.01
1,1,1,0.01
8,8,8,0.01
8,8,8,0.01
7,7,7,0.01
8,8,8,0.01
5,5,5,0.01
8,8,8,0.01
9,9,9,0.01
9,9,9,0.01
3,3,3,0.01
9,9,9,0.01
7,7,7,0.01
2,2,2,0.01
5,5,5,0.01
4,4,4,0.01
1,1,1,0.01
3,3,3,0.01
0,0,0,0.01
1,1,1,0.01
4,4,4,0.01
5,5,5,0.01
4,4,4,0.01
3,3,3,0.01
5,5,5,0.01
7,7,7,0.01
7,7,7,0.01
7,7,7,0.01
2,2,2,0.01
7,7,7,0.01
6,6,6,0.01
9,9,9,0.01
0,0,0,0.01
0,0,0,0.01
9,9,9,0.01
0,0,0,0.01
0,0,0,0.01
5,5,5,0.01
2,2,2,0.01
6,6,6,0.01
1,1,1,0.01
6,6,6,0.01
9,9,9,0.01
6,6,6,0.01
4,4,4,0.01
6,6,6,0.01
5,5,5,0.01
5,5,5,0.01
3,3,3,0.01
4,4,4,0.01
9,9,9,0.01
2,2,2,0.01
5,5,5,0.01
6,6,6,0.01
3,3,3,0.01
1,1,1,0.01
3,3,3,0.01
0,0,8,0.01
7,7,7,0.01
8,8,8,0.01
8,8,8,0.01
0,0,0,0.01
4,4,4,0.01
4,4,4,0.01
6,6,6,0.01
7,7,7,0.01
1,1,1,0.01
8,8,8,0.01
9,9,9,0.01
6,6,6,0.01
0,0,0,0.01
8,8,8,0.01
9,9,9,0.01
2,2,2,0.01
4,4,4,0.01
9,9,9,0.01
7,7,7,0.01
2,2,2,0.01
6,6,6,0.01
1,1,1,0.01
1,1,1,0.01
2,2,2,0.01
1,1,1,0.01
6,6,6,0.01
5,5,5,0.01
8,8,8,0.01
5,5,5,0.01
4,4,4,0.01
1,1,1,0.01
6,6,6,0.01
4,4,4,0.01
5,5,5,0.01
7,7,7,0.01
4,4,4,0.01
6,6,6,0.01
3,3,3,0.01
5,5,5,0.01
7,7,7,0.01
0,0,0,0.01
0,0,0,0.01
6,6,6,0.01
8,8,8,0.01
1,1,1,0.01
3,3,3,0.01
2,2,2,0.01
2,2,2,0.01
3,3,3,0.01
1,1,1,0.01
6,6,6,0.01
8,8,3,0.01
1,1,1,0.01
9,9,9,0.01
8,8,8,0.01
0,0,0,0.01
9,9,9,0.01
1,1,1,0.01
0,0,0,0.01
3,3,3,0.01
1,1,1,0.01
1,1,1,0.01
6,6,6,0.01
6,6,6,0.01
3,3,3,0.01
6,6,6,0.01
7,7,7,0.01
0,0,0,0.01
8,8,8,0.01
9,9,9,0.01
0,0,0,0.01
9,9,9,0.01
3,3,3,0.01
8,8,8,0.01
8,8,8,0.01
2,2,4,0.01
6,6,6,0.01
2,2,2,0.01
1,1,1,0.01
5,5,5,0.01
3,3,3,0.01
5,5,5,0.01
4,4,4,0.01
2,2,2,0.01
0,0,0,0.01
3,3,3,0.01
0,0,0,0.01
7,7,7,0.01
6,6,6,0.01
5,5,5,0.01
2,2,2,0.01
2,2,2,0.01
3,3,3,0.01
8,8,8,0.01
8,8,8,0.01
6,6,6,0.01
8,8,8,0.01
3,3,3,0.01
9,9,9,0.01
5,5,5,0.01
4,4,4,0.01
6,6,0,0.01
7,7,7,0.01
4,4,4,0.01
9,9,9,0.01
5,5,5,0.01
6,6,6,0.01
2,2,2,0.01
9,9,9,0.01
2,2,2,0.01
3,3,3,0.01
3,3,3,0.01
6,6,6,0.01
2,2,2,0.01
8,8,8,0.01
7,7,7,0.01
7,7,7,0.01
3,3,3,0.01
9,9,9,0.01
6,6,6,0.01
5,5,5,0.01
4,4,4,0.01
6,6,6,0.01
1,1,6,0.01
0,0,0,0.01
5,5,5,0.01
8,8,8,0.01
6,6,6,0.01
1,1,1,0.01
6,6,6,0.01
4,4,4,0.01
6,6,6,0.01
1,1,1,0.01
0,0,0,0.01
9,9,9,0.01
2,2,2,0.01
1,1,1,0.01
4,4,4,0.01
5,5,5,0.01
5,5,5,0.01
5,5,5,0.01
4,4,4,0.01
5,5,5,0.01
5,5,5,0.01
2,2,2,0.01
5,5,5,0.01
0,0,0,0.01
2,2,2,0.01
2,2,2,0.01
9,9,9,0.01
4,4,4,0.01
6,6,6,0.01
3,3,3,0.01
2,2,2,0.01
1,1,1,0.01
7,7,7,0.01
2,2,2,0.01
8,8,8,0.01
0,0,0,0.01
7,7,7,0.01
6,6,6,0.01
6,6,6,0.01
0,0,0,0.01
7,7,7,0.01
3,3,3,0.01
2,2,2,0.01
1,1,1,0.01
5,5,5,0.01
4,4,4,0.01
0,0,0,0.01
9,9,9,0.01
9,9,9,0.01
8,8,8,0.01
0,0,0,0.01
1,1,6,0.01
4,4,4,0.01
8,8,8,0.01
8,8,8,0.01
5,5,5,0.01
1,1,1,0.01
3,3,3,0.01
2,2,2,0.01
2,2,2,0.01
4,4,8,0.01
4,4,4,0.01
1,1,1,0.01
0,0,0,0.01
6,6,6,0.01
8,8,0,0.01
4,4,4,0.01
1,1,1,0.01
0,0,0,0.01
8,8,8,0.01
7,7,7,0.01
1,1,1,0.01
8,8,8,0.01
3,3,3,0.01
2,2,2,0.01
4,4,4,0.01
8,8,8,0.01
6,6,6,0.01
0,0,0,0.01
3,3,3,0.01
2,2,2,0.01
1,1,1,0.01
6,6,6,0.01
6,6,6,0.01
2,2,2,0.01
7,7,7,0.01
8,8,8,0.01
7,7,7,0.01
4,4,4,0.01
3,3,3,0.01
1,1,1,0.01
4,4,4,0.01
4,4,4,0.01
8,8,8,0.01
5,5,5,0.01
8,8,8,0.01
7,7,7,0.01
2,2,2,0.01
0,0,0,0.01
7,7,7,0.01
0,0,0,0.01
1,1,1,0.01
5,5,5,0.01
4,4,4,0.01
6,6,6,0.01
3,3,3,0.01
8,8,8,0.01
3,3,3,0.01
6,6,6,0.01
7,7,7,0.01
6,6,6,0.01
9,9,9,0.01
5,5,5,0.01
5,5,5,0.01
4,4,4,0.01
9,9,9,0.01
2,2,2,0.01
8,8,8,0.01
2,2,2,0.01
5,5,5,0.01
3,3,3,0.01
6,6,6,0.01
3,3,3,0.01
8,8,8,0.01
0,0,0,0.01
5,5,5,0.01
8,8,8,0.01
5,5,5,0.01
4,4,4,0.01
6,6,6,0.01
6,6,6,0.01
8,8,8,0.01
9,9,9,0.01
8,8,8,0.01
1,1,1,0.01
8,8,8,0.01
5,5,5,0.01
1,1,1,0.01
9,9,9,0.01
4,4,4,0.01
0,0,0,0.01
5,5,5,0.01
0,0,0,0.01
9,9,9,0.01
6,6,6,0.01
7,7,7,0.01
9,9,9,0.01
2,2,2,0.01
7,7,7,0.01
3,3,3,0.01
1,1,1,0.01
6,6,6,0.01
3,3,3,0.01
1,1,1,0.01
1,1,1,0.01
7,7,7,0.01
6,6,6,0.01
9,9,9,0.01
7,7,7,0.01
3,3,3,0.01
9,9,9,0.01
3,3,3,0.01
5,5,5,0.01
0,0,0,0.01
6,6,6,0.01
6,6,6,0.01
3,3,3,0.01
7,7,7,0.01
1,1,1,0.01
0,0,0,0.01
1,1,1,0.01
5,5,5,0.01
8,8,8,0.01
4,4,4,0.01
8,8,9,0.01
9,9,9,0.01
7,7,7,0.01
3,3,3,0.01
5,5,5,0.01
7,7,7,0.01
3,3,3,0.01
5,5,5,0.01
2,2,2,0.01
2,2,2,0.01
2,2,2,0.01
3,3,3,0.01
0,0,0,0.01
0,0,0,0.01
9,9,9,0.01
0,0,0,0.01
2,2,2,0.01
8,8,8,0.01
6,6,6,0.01
4,4,4,0.01
9,9,9,0.01
5,5,5,0.01
6,6,6,0.01
3,3,3,0.01
3,3,3,0.01
7,7,9,0.01
3,3,3,0.01
4,4,4,0.01
0,0,0,0.01
8,8,8,0.01
7,7,7,0.01
6,6,6,0.01
0,0,0,0.01
6,6,6,0.01
9,9,9,0.01
6,6,6,0.01
0,0,0,0.01
7,7,7,0.01
3,3,3,0.01
1,1,1,0.01
1,1,1,0.01
8,8,8,0.01
3,3,3,0.01
9,9,9,0.01
8,8,8,0.01
3,3,3,0.01
9,9,9,0.01
8,8,8,0.01
4,4,4,0.01
9,9,9,0.01
5,5,5,0.01
2,2,2,0.01
2,2,2,0.01
7,7,7,0.01
9,9,9,0.01
5,5,5,0.01
0,0,0,0.01
8,8,8,0.01
7,7,7,0.01
6,6,6,0.01
7,7,7,0.01
4,4,4,0.01
6,6,6,0.01
0,0,0,0.01
3,3,3,0.01
0,0,0,0.01
6,6,6,0.01
4,4,4,0.01
6,6,6,0.01
5,5,5,0.01
4,4,4,0.01
1,1,1,0.01
4,4,4,0.01
4,4,4,0.01
8,8,8,0.01
8,8,8,0.01
1,1,1,0.01
1,1,1,0.01
6,6,6,0.01
0,0,0,0.01
5,5,5,0.01
9,9,9,0.01
6,6,6,0.01
6,6,6,0.01
6,6,6,0.01
0,0,0,0.01
3,3,3,0.01
6,6,6,0.01
1,1,1,0.01
5,5,5,0.01
8,8,8,0.01
4,4,4,0.01
7,7,7,0.01
4,4,4,0.01
1,1,1,0.01
7,7,7,0.01
7,7,7,0.01
0,0,0,0.01
2,2,2,0.01
5,5,5,0.01
8,8,8,0.01
5,5,5,0.01
8,8,8,0.01
6,6,6,0.01
6,6,6,0.01
1,1,1,0.01
2,2,2,0.01
9,9,9,0.01
6,6,6,0.01
0,0,0,0.01
1,1,1,0.01
9,9,9,0.01
1,1,1,0.01
9,9,9,0.01
1,1,1,0.01
7,7,7,0.01
5,5,5,0.01
7,7,7,0.01
1,1,9,0.01
7,7,7,0.01
7,7,7,0.01
2,2,2,0.01
8,8,8,0.01
1,1,1,0.01
8,8,8,0.01
7,7,7,0.01
9,9,9,0.01
8,8,8,0.01
0,0,0,0.01
8,8,8,0.01
4,4,4,0.01
0,0,0,0.01
7,7,7,0.01
5,5,5,0.01
4,4,4,0.01
2,2,2,0.01
9,9,9,0.01
7,7,7,0.01
3,3,3,0.01
1,1,1,0.01
9,9,9,0.01
5,5,5,0.01
6,6,6,0.01
3,3,3,0.01
9,9,9,0.01
6,6,6,0.01
9,9,9,0.01
2,2,2,0.01
5,5,5,0.01
2,2,2,0.01
5,5,5,0.01
1,1,1,0.01
4,4,4,0.01
0,0,0,0.01
9,9,9,0.01
8,8,8,0.01
0,0,0,0.01
4,4,4,0.01
0,0,0,0.01
4,4,4,0.01
7,7,7,0.01
3,3,3,0.01
5,5,5,0.01
3,3,3,0.01
0,0,0,0.01
7,7,7,0.01
1,1,1,0.01
3,3,3,0.01
7,7,7,0.01
7,7,7,0.01
6,6,6,0.01
4,4,4,0.01
1,1,1,0.01
9,9,9,0.01
8,8,8,0.01
7,7,7,0.01
6,6,6,0.01
8,8,8,0.01
4,4,4,0.01
5,5,5,0.01
3,3,3,0.01
0,0,0,0.01
9,9,9,0.01
3,3,3,0.01
0,0,0,0.01
2,2,2,0.01
4,4,4,0.01
5,5,5,0.01
5,5,5,0.01
1,1,1,0.01
6,6,6,0.01
7,7,7,0.01
8,8,8,0.01
3,3,3,0.01
7,7,7,0.01
7,7,7,0.01
8,8,8,0.01
5,5,5,0.01
7,7,7,0.01
6,6,6,0.01
4,4,4,0.01
3,3,3,0.01
1,1,1,0.01
4,4,4,0.01
1,1,1,0.01
2,2,2,0.01
0,0,0,0.01
7,7,7,0.01
8,8,1,0.01
7,7,7,0.01
7,7,7,0.01
3,3,3,0.01
9,9,9,0.01
3,3,3,0.01
2,2,2,0.01
3,3,3,0.01
2,2,2,0.01
2,2,2,0.01
6,6,6,0.01
3,3,3,0.01
6,6,6,0.01
7,7,7,0.01
0,0,0,0.01
5,5,5,0.01
4,4,4,0.01
2,2,2,0.01
6,6,6,0.01
2,2,2,0.01
5,5,5,0.01
0,0,0,0.01
0,0,0,0.01
6,6,6,0.01
4,4,4,0.01
4,4,4,0.01
4,4,4,0.01
2,2,2,0.01
7,7,7,0.01
2,2,2,0.01
2,2,2,0.01
8,8,8,0.01
6,6,6,0.01
6,6,6,0.01
8,8,8,0.01
7,7,7,0.01
7,7,7,0.01
1,1,1,0.01
4,4,4,0.01
6,6,6,0.01
7,7,7,0.01
6,6,6,0.01
0,0,0,0.01
6,6,6,0.01
7,7,7,0.01
5,5,5,0.01
1,1,1,0.01
5,5,5,0.01
6,6,6,0.01
2,2,2,0.01
4,4,4,0.01
9,9,9,0.01
5,5,5,0.01
1,1,1,0.01
7,7,7,0.01
5,5,5,0.01
9,9,9,0.01
7,7,7,0.01
8,8,8,0.01
7,7,7,0.01
0,0,0,0.01
2,2,2,0.01
7,7,7,0.01
5,5,5,0.01
1,1,1,0.01
1,1,1,0.01
5,5,5,0.01
9,9,9,0.01
5,5,5,0.01
5,5,5,0.01
8,8,8,0.01
3,3,3,0.01
1,1,1,0.01
1,1,1,0.01
4,4,4,0.01
3,3,3,0.01
3,3,3,0.01
4,4,4,0.01
