Original Prediction,Adversary Prediction,Truth,epsilon
9,9,9,0.4
4,4,4,0.4
0,0,0,0.4
8,8,8,0.4
7,7,7,0.4
3,3,3,0.4
4,4,4,0.4
2,2,2,0.4
7,7,7,0.4
9,9,9,0.4
4,4,4,0.4
4,4,4,0.4
0,0,0,0.4
1,1,1,0.4
4,4,4,0.4
2,2,1,0.4
2,2,2,0.4
5,5,5,0.4
2,2,2,0.4
8,8,8,0.4
5,5,5,0.4
3,3,3,0.4
9,9,9,0.4
1,8,1,0.4
3,3,3,0.4
5,5,5,0.4
1,1,1,0.4
9,9,9,0.4
5,5,5,0.4
3,3,3,0.4
6,6,6,0.4
8,8,8,0.4
1,1,1,0.4
7,7,7,0.4
9,9,9,0.4
9,9,9,0.4
9,9,9,0.4
9,9,9,0.4
9,9,9,0.4
2,2,2,0.4
3,3,3,0.4
5,5,5,0.4
1,1,1,0.4
4,4,4,0.4
2,2,2,0.4
3,3,3,0.4
1,1,1,0.4
1,1,1,0.4
3,3,3,0.4
8,8,8,0.4
2,2,2,0.4
8,8,8,0.4
1,1,1,0.4
9,9,9,0.4
2,2,2,0.4
9,9,9,0.4
0,0,0,0.4
7,7,7,0.4
3,3,3,0.4
5,5,5,0.4
8,8,8,0.4
3,3,3,0.4
7,7,7,0.4
8,8,8,0.4
5,5,5,0.4
6,6,6,0.4
4,4,4,0.4
1,1,1,0.4
9,9,9,0.4
7,7,7,0.4
1,1,1,0.4
7,7,7,0.4
1,1,1,0.4
1,1,1,0.4
8,8,8,0.4
6,6,6,0.4
7,7,7,0.4
5,5,5,0.4
6,6,6,0.4
7,7,7,0.4
4,4,4,0.4
9,9,9,0.4
5,5,5,0.4
8,8,8,0.4
4,4,6,0.4
5,5,5,0.4
6,6,6,0.4
8,8,8,0.4
4,4,4,0.4
1,1,1,0.4
0,0,0,0.4
9,9,9,0.4
1,1,1,0.4
4,4,4,0.4
3,3,3,0.4
5,5,5,0.4
1,1,1,0.4
8,8,8,0.4
7,7,7,0.4
5,5,5,0.4
4,4,4,0.4
6,6,6,0.4
6,6,6,0.4
0,0,0,0.4
2,2,2,0.4
4,4,4,0.4
2,2,2,0.4
9,9,9,0.4
5,5,5,0.4
9,9,9,0.4
8,8,8,0.4
1,1,1,0.4
4,4,4,0.4
8,8,8,0.4
1,1,1,0.4
1,1,1,0.4
6,6,6,0.4
7,7,7,0.4
5,5,5,0.4
9,9,9,0.4
1,1,1,0.4
1,1,1,0.4
7,7,7,0.4
8,8,8,0.4
7,7,7,0.4
5,5,5,0.4
5,5,5,0.4
2,2,2,0.4
6,6,6,0.4
5,5,5,0.4
8,8,8,0.4
1,1,1,0.4
0,0,0,0.4
7,7,7,0.4
2,2,2,0.4
2,2,2,0.4
4,4,4,0.4
3,3,3,0.4
9,9,9,0.4
7,7,7,0.4
3,3,3,0.4
5,5,5,0.4
7,7,7,0.4
6,6,6,0.4
9,9,9,0.4
5,5,5,0.4
9,9,9,0.4
6,6,6,0.4
5,5,5,0.4
7,7,7,0.4
2,2,2,0.4
3,3,3,0.4
7,7,7,0.4
2,2,2,0.4
9,9,9,0.4
7,7,7,0.4
4,4,4,0.4
8,8,8,0.4
4,4,4,0.4
9,9,9,0.4
3,3,3,0.4
8,8,8,0.4
7,7,7,0.4
5,5,5,0.4
0,0,0,0.4
0,0,0,0.4
3,3,3,0.4
4,4,4,0.4
3,3,3,0.4
3,3,3,0.4
6,6,6,0.4
0,0,0,0.4
1,1,1,0.4
7,7,7,0.4
7,7,7,0.4
4,4,4,0.4
6,6,6,0.4
3,3,3,0.4
0,0,0,0.4
8,8,8,0.4
0,0,0,0.4
9,9,9,0.4
8,8,8,0.4
2,2,2,0.4
4,4,4,0.4
2,2,2,0.4
9,9,9,0.4
4,4,4,0.4
9,9,9,0.4
9,9,9,0.4
9,9,9,0.4
7,7,7,0.4
7,7,7,0.4
6,6,6,0.4
8,8,8,0.4
2,2,2,0.4
4,4,4,0.4
9,9,9,0.4
3,3,3,0.4
0,0,0,0.4
4,4,4,0.4
4,4,4,0.4
1,1,1,0.4
5,5,5,0.4
7,7,7,0.4
7,7,7,0.4
6,6,6,0.4
9,9,9,0.4
7,7,7,0.4
0,0,0,0.4
2,2,2,0.4
4,4,4,0.4
2,2,2,0.4
1,1,1,0.4
4,4,4,0.4
3,3,7,0.4
4,4,4,0.4
5,5,5,0.4
1,1,1,0.4
4,4,4,0.4
2,2,7,0.4
3,3,3,0.4
1,1,1,0.4
7,7,7,0.4
6,6,6,0.4
9,9,9,0.4
0,0,0,0.4
0,0,0,0.4
7,7,7,0.4
5,5,3,0.4
6,6,6,0.4
3,3,3,0.4
3,3,3,0.4
6,6,6,0.4
5,5,5,0.4
8,8,8,0.4
1,1,1,0.4
7,7,7,0.4
1,1,1,0.4
6,6,6,0.4
1,1,1,0.4
2,2,2,0.4
3,3,3,0.4
1,1,1,0.4
6,6,6,0.4
8,8,8,0.4
8,8,8,0.4
7,7,7,0.4
4,4,4,0.4
3,3,3,0.4
7,7,7,0.4
7,7,7,0.4
1,1,1,0.4
8,8,8,0.4
9,9,9,0.4
2,2,2,0.4
6,6,6,0.4
6,6,6,0.4
6,6,6,0.4
2,2,2,0.4
8,8,8,0.4
8,8,8,0.4
1,1,1,0.4
6,6,6,0.4
0,0,0,0.4
3,3,3,0.4
0,0,0,0.4
5,5,5,0.4
1,1,1,0.4
3,3,3,0.4
2,2,2,0.4
4,4,4,0.4
1,1,1,0.4
5,5,5,0.4
5,5,5,0.4
7,7,7,0.4
3,3,3,0.4
5,5,5,0.4
6,6,6,0.4
2,2,2,0.4
1,8,1,0.4
8,8,8,0.4
0,0,0,0.4
2,2,2,0.4
0,0,0,0.4
8,8,8,0.4
4,4,4,0.4
4,4,4,0.4
5,5,5,0.4
0,0,0,0.4
0,0,0,0.4
1,1,1,0.4
5,5,5,0.4
0,0,0,0.4
7,7,7,0.4
4,4,4,0.4
0,0,0,0.4
9,9,9,0.4
2,2,2,0.4
5,5,5,0.4
7,7,7,0.4
4,4,4,0.4
0,0,0,0.4
3,3,3,0.4
7,7,7,0.4
0,0,0,0.4
3,3,3,0.4
5,5,5,0.4
1,1,1,0.4
0,0,0,0.4
6,6,6,0.4
4,4,4,0.4
7,7,7,0.4
6,6,6,0.4
4,4,4,0.4
7,7,7,0.4
0,0,0,0.4
0,0,0,0.4
5,5,5,0.4
8,8,8,0.4
2,2,2,0.4
0,0,0,0.4
6,6,6,0.4
2,2,2,0.4
4,4,4,0.4
2,2,2,0.4
3,3,3,0.4
2,2,2,0.4
7,7,7,0.4
7,7,7,0.4
6,6,6,0.4
9,9,9,0.4
3,3,8,0.4
5,5,5,0.4
9,9,9,0.4
7,7,7,0.4
1,1,1,0.4
3,3,3,0.4
4,4,4,0.4
3,3,3,0.4
1,1,1,0.4
8,8,8,0.4
0,0,0,0.4
3,3,3,0.4
0,0,0,0.4
7,7,7,0.4
4,4,4,0.4
9,9,9,0.4
0,0,0,0.4
8,8,8,0.4
1,1,1,0.4
5,5,5,0.4
7,7,7,0.4
3,3,3,0.4
2,2,2,0.4
2,2,2,0.4
0,0,0,0.4
7,7,7,0.4
7,7,3,0.4
1,1,1,0.4
8,8,8,0.4
8,8,8,0.4
2,2,2,0.4
2,2,2,0.4
6,6,6,0.4
2,2,2,0.4
7,7,7,0.4
6,6,6,0.4
6,6,6,0.4
9,9,9,0.4
4,4,4,0.4
5,5,9,0.4
3,3,3,0.4
7,7,7,0.4
0,0,0,0.4
4,4,4,0.4
6,6,6,0.4
1,1,1,0.4
9,9,9,0.4
7,7,7,0.4
4,4,4,0.4
4,4,4,0.4
5,5,5,0.4
9,8,8,0.4
2,2,2,0.4
3,3,3,0.4
2,2,2,0.4
4,4,4,0.4
9,9,9,0.4
1,1,1,0.4
9,9,9,0.4
6,6,6,0.4
7,7,7,0.4
1,1,1,0.4
2,2,2,0.4
1,8,1,0.4
1,1,1,0.4
2,2,2,0.4
6,6,6,0.4
9,9,9,0.4
7,7,7,0.4
1,1,1,0.4
0,0,0,0.4
1,1,1,0.4
4,4,4,0.4
2,2,2,0.4
7,7,7,0.4
7,7,7,0.4
8,8,8,0.4
3,3,3,0.4
2,2,2,0.4
8,8,8,0.4
2,2,2,0.4
7,7,7,0.4
6,6,6,0.4
1,1,1,0.4
1,1,1,0.4
9,9,9,0.4
1,1,1,0.4
0,0,0,0.4
9,9,9,0.4
1,2,1,0.4
3,3,3,0.4
9,9,9,0.4
3,3,3,0.4
7,7,7,0.4
6,6,6,0.4
5,5,5,0.4
6,6,6,0.4
2,2,2,0.4
0,0,0,0.4
0,0,0,0.4
3,3,3,0.4
9,9,9,0.4
4,4,4,0.4
7,7,7,0.4
3,3,3,0.4
2,2,2,0.4
9,9,9,0.4
0,0,0,0.4
9,9,9,0.4
5,5,5,0.4
2,2,2,0.4
2,2,2,0.4
4,4,4,0.4
1,1,1,0.4
6,6,6,0.4
3,3,3,0.4
4,4,4,0.4
0,0,0,0.4
1,1,1,0.4
6,6,6,0.4
9,9,9,0.4
1,1,1,0.4
7,7,7,0.4
0,0,0,0.4
8,8,8,0.4
0,0,0,0.4
0,0,0,0.4
9,9,9,0.4
8,8,8,0.4
5,5,5,0.4
9,9,9,0.4
4,4,4,0.4
4,4,4,0.4
7,7,7,0.4
1,1,1,0.4
9,9,9,0.4
0,0,0,0.4
0,0,0,0.4
2,2,2,0.4
4,4,4,0.4
3,3,3,0.4
5,5,5,0.4
0,0,0,0.4
4,4,4,0.4
0,0,0,0.4
1,1,1,0.4
0,0,0,0.4
5,5,5,0.4
8,8,8,0.4
1,1,1,0.4
8,8,8,0.4
3,3,3,0.4
3,3,3,0.4
2,2,2,0.4
1,1,1,0.4
2,2,2,0.4
6,6,6,0.4
8,8,8,0.4
2,2,2,0.4
5,5,5,0.4
3,3,3,0.4
7,7,7,0.4
9,9,9,0.4
3,3,3,0.4
6,6,6,0.4
2,2,2,0.4
2,2,2,0.4
6,6,6,0.4
2,2,2,0.4
7,7,7,0.4
7,7,7,0.4
6,6,6,0.4
1,1,1,0.4
8,8,8,0.4
0,0,0,0.4
3,3,3,0.4
5,5,5,0.4
7,7,7,0.4
5,5,5,0.4
0,0,0,0.4
8,8,8,0.4
6,6,6,0.4
7,7,7,0.4
2,2,2,0.4
4,4,4,0.4
1,1,1,0.4
4,4,4,0.4
3,3,3,0.4
7,7,7,0.4
9,8,7,0.4
2,2,2,0.4
9,9,9,0.4
3,3,3,0.4
5,5,5,0.4
5,5,5,0.4
9,9,9,0.4
4,4,4,0.4
8,8,8,0.4
7,7,7,0.4
6,6,6,0.4
7,7,7,0.4
4,4,4,0.4
9,9,9,0.4
2,2,2,0.4
7,7,7,0.4
2,2,7,0.4
1,1,1,0.4
0,0,0,0.4
7,7,7,0.4
2,2,2,0.4
8,8,8,0.4
0,0,0,0.4
3,3,3,0.4
5,5,5,0.4
4,4,4,0.4
5,5,5,0.4
1,1,1,0.4
5,5,5,0.4
7,7,7,0.4
6,6,6,0.4
7,7,7,0.4
3,3,3,0.4
5,5,5,0.4
3,3,3,0.4
4,4,4,0.4
5,5,5,0.4
3,3,3,0.4
4,4,4,0.4
3,3,3,0.4
2,2,2,0.4
3,3,3,0.4
1,1,1,0.4
7,7,7,0.4
4,4,4,0.4
4,4,4,0.4
8,8,8,0.4
5,5,5,0.4
5,5,5,0.4
3,3,3,0.4
2,2,2,0.4
2,2,2,0.4
9,9,9,0.4
5,5,5,0.4
8,8,8,0.4
2,2,2,0.4
0,0,0,0.4
6,6,6,0.4
0,0,0,0.4
7,7,7,0.4
9,9,9,0.4
9,9,9,0.4
6,6,6,0.4
1,1,1,0.4
6,6,6,0.4
6,5,6,0.4
2,2,2,0.4
3,3,3,0.4
7,7,7,0.4
4,4,4,0.4
7,7,7,0.4
5,5,5,0.4
2,2,2,0.4
9,9,9,0.4
4,4,4,0.4
2,2,2,0.4
9,9,9,0.4
0,0,0,0.4
8,8,8,0.4
1,1,1,0.4
7,7,7,0.4
5,5,5,0.4
5,5,5,0.4
7,7,7,0.4
0,0,0,0.4
5,5,5,0.4
2,2,2,0.4
9,9,9,0.4
5,5,5,0.4
2,2,2,0.4
3,3,3,0.4
4,4,4,0.4
6,6,6,0.4
0,0,0,0.4
0,0,0,0.4
2,2,2,0.4
9,9,9,0.4
2,2,2,0.4
0,0,0,0.4
5,5,5,0.4
4,4,4,0.4
8,8,8,0.4
9,9,9,0.4
0,0,0,0.4
9,9,9,0.4
1,1,1,0.4
3,3,3,0.4
4,4,4,0.4
1,1,1,0.4
8,8,8,0.4
0,0,0,0.4
0,0,0,0.4
4,4,4,0.4
0,0,0,0.4
8,8,8,0.4
3,5,5,0.4
9,9,9,0.4
8,8,8,0.4
4,2,2,0.4
1,1,1,0.4
8,8,8,0.4
2,2,2,0.4
0,0,0,0.4
8,8,8,0.4
8,8,8,0.4
8,8,8,0.4
7,7,7,0.4
4,4,4,0.4
6,6,6,0.4
9,9,9,0.4
0,0,0,0.4
8,8,8,0.4
2,2,2,0.4
8,8,8,0.4
0,0,0,0.4
7,7,7,0.4
7,7,7,0.4
2,2,2,0.4
7,7,7,0.4
9,9,9,0.4
1,1,1,0.4
1,1,1,0.4
2,2,2,0.4
6,6,6,0.4
1,1,1,0.4
2,2,2,0.4
2,2,2,0.4
7,7,7,0.4
6,6,6,0.4
1,1,1,0.4
8,8,8,0.4
5,5,5,0.4
4,4,4,0.4
6,6,6,0.4
2,2,2,0.4
7,7,7,0.4
7,7,7,0.4
2,2,2,0.4
4,4,4,0.4
5,5,5,0.4
3,3,3,0.4
9,9,9,0.4
7,7,7,0.4
4,4,4,0.4
8,8,8,0.4
2,2,2,0.4
6,6,6,0.4
9,9,9,0.4
2,2,3,0.4
2,2,2,0.4
2,2,2,0.4
4,4,4,0.4
9,9,9,0.4
0,0,0,0.4
7,7,7,0.4
7,7,7,0.4
2,2,2,0.4
3,3,3,0.4
9,9,7,0.4
4,4,4,0.4
8,8,3,0.4
9,9,9,0.4
0,0,0,0.4
4,4,4,0.4
2,2,2,0.4
3,3,3,0.4
8,8,8,0.4
2,2,2,0.4
9,9,9,0.4
4,4,4,0.4
0,0,0,0.4
6,6,6,0.4
6,6,6,0.4
4,4,4,0.4
9,9,9,0.4
9,9,9,0.4
2,2,2,0.4
2,2,4,0.4
9,9,9,0.4
8,8,8,0.4
6,6,6,0.4
7,7,7,0.4
8,8,8,0.4
2,2,2,0.4
2,2,2,0.4
2,2,2,0.4
4,4,4,0.4
7,7,7,0.4
8,8,8,0.4
9,9,9,0.4
4,4,4,0.4
8,8,8,0.4
5,5,5,0.4
5,5,5,0.4
7,7,7,0.4
9,9,9,0.4
3,3,3,0.4
2,2,2,0.4
9,9,9,0.4
2,2,2,0.4
7,7,7,0.4
3,3,3,0.4
9,9,9,0.4
1,1,1,0.4
4,4,4,0.4
1,1,1,0.4
7,7,7,0.4
2,2,2,0.4
4,4,4,0.4
4,4,4,0.4
2,2,2,0.4
2,2,2,0.4
3,3,3,0.4
0,0,0,0.4
3,3,3,0.4
1,1,1,0.4
9,9,9,0.4
4,4,4,0.4
6,6,6,0.4
2,2,2,0.4
8,8,8,0.4
8,8,8,0.4
7,7,7,0.4
6,6,6,0.4
1,1,1,0.4
0,0,0,0.4
5,5,5,0.4
0,0,0,0.4
8,8,8,0.4
4,4,4,0.4
3,3,3,0.4
8,8,8,0.4
6,6,6,0.4
7,7,7,0.4
3,3,3,0.4
9,9,9,0.4
6,6,6,0.4
4,4,4,0.4
6,6,6,0.4
6,6,6,0.4
5,5,5,0.4
8,8,8,0.4
1,1,1,0.4
9,9,9,0.4
2,2,2,0.4
3,3,3,0.4
1,1,1,0.4
9,9,9,0.4
6,6,6,0.4
4,4,4,0.4
9,9,9,0.4
2,2,2,0.4
7,7,7,0.4
9,9,9,0.4
7,7,0,0.4
7,7,7,0.4
4,4,4,0.4
7,7,7,0.4
9,9,9,0.4
6,6,6,0.4
2,2,2,0.4
9,9,9,0.4
1,1,1,0.4
1,1,1,0.4
3,3,3,0.4
0,0,0,0.4
1,1,1,0.4
3,3,3,0.4
8,8,8,0.4
7,7,7,0.4
9,9,9,0.4
3,3,3,0.4
8,8,8,0.4
5,5,5,0.4
7,9,7,0.4
8,8,8,0.4
1,1,1,0.4
2,2,2,0.4
0,0,0,0.4
6,6,6,0.4
3,3,3,0.4
1,1,1,0.4
6,6,6,0.4
9,9,9,0.4
7,7,7,0.4
7,7,7,0.4
7,7,7,0.4
9,9,9,0.4
8,8,8,0.4
8,8,8,0.4
7,7,7,0.4
0,0,0,0.4
2,2,2,0.4
0,0,0,0.4
5,5,5,0.4
2,2,2,0.4
8,8,8,0.4
5,5,5,0.4
9,9,9,0.4
5,5,5,0.4
0,0,0,0.4
1,1,1,0.4
1,1,1,0.4
0,0,0,0.4
9,9,9,0.4
7,7,7,0.4
4,9,9,0.4
3,3,3,0.4
0,0,0,0.4
7,7,7,0.4
8,8,8,0.4
5,5,5,0.4
2,2,2,0.4
4,4,4,0.4
7,7,7,0.4
8,8,8,0.4
9,8,4,0.4
9,9,9,0.4
2,2,2,0.4
2,2,2,0.4
8,8,8,0.4
5,5,5,0.4
9,9,9,0.4
8,8,8,0.4
9,9,9,0.4
7,7,7,0.4
0,0,0,0.4
6,6,6,0.4
9,9,9,0.4
0,0,0,0.4
8,8,2,0.4
0,0,0,0.4
2,2,2,0.4
1,1,1,0.4
4,4,4,0.4
3,3,3,0.4
0,0,0,0.4
1,1,1,0.4
1,1,1,0.4
4,4,4,0.4
7,7,7,0.4
4,4,4,0.4
4,4,4,0.4
2,2,2,0.4
7,7,7,0.4
1,1,1,0.4
2,2,2,0.4
8,8,8,0.4
4,4,4,0.4
0,0,0,0.4
6,6,6,0.4
0,0,0,0.4
3,3,3,0.4
2,2,2,0.4
6,6,6,0.4
9,9,9,0.4
9,9,9,0.4
1,1,1,0.4
9,9,9,0.4
0,0,0,0.4
1,1,1,0.4
2,2,2,0.4
8,8,8,0.4
6,6,6,0.4
9,9,9,0.4
6,6,6,0.4
3,3,3,0.4
7,7,7,0.4
4,4,4,0.4
6,6,6,0.4
5,5,5,0.4
8,8,8,0.4
5,5,5,0.4
2,2,2,0.4
6,6,6,0.4
9,9,9,0.4
8,8,8,0.4
3,3,3,0.4
6,6,6,0.4
0,0,0,0.4
5,5,5,0.4
0,0,0,0.4
6,6,6,0.4
1,1,1,0.4
6,6,6,0.4
6,6,6,0.4
4,4,4,0.4
3,3,3,0.4
8,8,8,0.4
4,4,4,0.4
0,0,0,0.4
9,9,9,0.4
8,8,8,0.4
6,6,6,0.4
1,1,1,0.4
1,1,1,0.4
2,2,2,0.4
9,9,9,0.4
0,0,0,0.4
8,8,8,0.4
0,0,0,0.4
2,2,2,0.4
9,9,9,0.4
7,7,7,0.4
6,6,6,0.4
8,8,8,0.4
3,3,3,0.4
8,8,8,0.4
4,4,4,0.4
8,8,8,0.4
6,6,6,0.4
3,3,3,0.4
5,5,5,0.4
1,1,1,0.4
2,2,2,0.4
1,1,1,0.4
7,7,7,0.4
7,7,7,0.4
4,4,4,0.4
3,3,3,0.4
9,5,9,0.4
1,1,1,0.4
5,5,5,0.4
6,6,6,0.4
6,6,6,0.4
6,6,6,0.4
2,2,2,0.4
5,5,5,0.4
9,9,9,0.4
5,5,5,0.4
8,8,8,0.4
4,4,4,0.4
5,5,5,0.4
6,6,6,0.4
1,1,1,0.4
2,2,2,0.4
6,6,0,0.4
4,4,4,0.4
8,8,8,0.4
5,5,8,0.4
3,3,3,0.4
0,0,0,0.4
6,6,6,0.4
8,8,8,0.4
1,1,1,0.4
9,9,9,0.4
8,8,8,0.4
5,5,5,0.4
6,6,6,0.4
3,3,3,0.4
3,3,3,0.4
2,2,2,0.4
1,1,1,0.4
4,4,4,0.4
4,4,4,0.4
4,4,4,0.4
3,3,3,0.4
0,0,0,0.4
9,9,9,0.4
6,6,6,0.4
4,4,4,0.4
5,5,5,0.4
6,6,6,0.4
6,6,6,0.4
2,2,2,0.4
3,3,3,0.4
3,3,3,0.4
3,3,3,0.4
8,8,8,0.4
1,1,1,0.4
6,6,6,0.4
9,9,9,0.4
2,2,2,0.4
1,1,1,0.4
4,4,4,0.4
7,7,7,0.4
2,2,2,0.4
1,2,7,0.4
1,1,1,0.4
6,6,6,0.4
6,6,6,0.4
1,1,1,0.4
0,0,0,0.4
8,8,8,0.4
7,7,7,0.4
9,9,9,0.4
7,7,7,0.4
7,7,7,0.4
6,6,6,0.4
7,7,7,0.4
3,3,3,0.4
5,5,5,0.4
9,9,9,0.4
