standard_pred,mc_pred,mc_conf,truth
1,0,0.056399999999999985,0
0,0,0.0,0
0,0,0.13440000000000002,0
0,0,0.0,0
0,0,0.009899999999999999,0
0,0,0.0,0
0,0,0.0,0
0,0,0.0,0
0,0,0.0,0
0,0,0.0,0
0,0,0.13440000000000002,0
1,1,0.24509999999999996,0
0,0,0.0,0
0,0,0.038400000000000004,0
0,0,0.1275,0
0,0,0.0,0
0,0,0.0,0
0,0,0.0,0
0,0,0.009899999999999997,0
1,0,0.22109999999999996,0
0,0,0.06509999999999999,0
0,0,0.0736,0
0,0,0.0,0
0,0,0.029100000000000004,0
0,0,0.0475,0
0,0,0.24000000000000005,0
1,1,0.0,0
0,0,0.0,0
0,0,0.0,0
0,0,0.16000000000000003,0
0,0,0.0,0
0,0,0.0,0
0,0,0.0564,0
0,0,0.0,0
0,0,0.009899999999999997,0
0,0,0.0,0
0,0,0.14760000000000004,0
1,0,0.09,0
0,0,0.0,0
0,0,0.0,0
1,1,0.22749999999999995,0
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,0,0.1275,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,0,0.24750000000000008,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.019599999999999992,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.029100000000000004,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,1,0.1476,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,1,0.24909999999999993,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.02910000000000001,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999997,1
1,1,0.0,1
1,1,0.0,1
1,1,0.038400000000000004,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999997,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.1275,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.029100000000000004,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.10559999999999999,1
1,1,0.0,1
1,1,0.009899999999999997,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.08190000000000001,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,0,0.20999999999999996,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.019599999999999992,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0384,1
0,0,0.1411,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.038400000000000004,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,1,0.17160000000000003,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.04750000000000003,1
1,1,0.0,1
0,1,0.23560000000000003,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.056400000000000006,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.24,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,0,0.09790000000000003,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.07360000000000001,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0291,1
1,1,0.009899999999999997,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999997,1
0,0,0.23309999999999997,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.13440000000000005,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,1,0.1131,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.009899999999999997,1
0,1,0.2499,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.09790000000000001,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999997,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.15389999999999998,1
1,0,0.2304,1
1,1,0.0,1
1,1,0.17160000000000003,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.038400000000000004,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.019599999999999992,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.02910000000000001,1
1,1,0.24189999999999995,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,0,0.24750000000000008,1
1,1,0.0384,1
1,1,0.0,1
1,1,0.056400000000000006,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,1,0.24509999999999998,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,0,0.24839999999999995,1
0,0,0.2015999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0736,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.019599999999999992,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.1659,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,0,0.24909999999999993,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,1,0.0384,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.06510000000000002,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.019599999999999992,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.056400000000000006,1
1,1,0.19710000000000005,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,0,0.20159999999999992,1
1,1,0.0,1
1,1,0.029100000000000004,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.17710000000000004,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.04750000000000003,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999997,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,1,0.22749999999999995,1
1,1,0.047500000000000014,1
0,1,0.2176,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.24839999999999995,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999997,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.08999999999999998,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.047500000000000014,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999997,1
1,1,0.0,1
1,1,0.0564,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.06510000000000002,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999997,1
1,1,0.0,1
1,1,0.0,1
1,1,0.1275,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.12750000000000003,1
1,1,0.0,1
1,1,0.1476,1
1,1,0.0,1
1,1,0.04750000000000003,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.047500000000000014,1
1,1,0.009899999999999999,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.08190000000000001,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,0,0.1824,1
1,1,0.09789999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.019599999999999992,1
1,1,0.0,1
1,1,0.0,1
1,1,0.056400000000000006,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.029100000000000004,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.24640000000000004,1
1,1,0.0,1
1,0,0.1824,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,0,0.23310000000000003,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.019599999999999992,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.029100000000000004,1
1,1,0.0,1
1,1,0.1539,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
0,1,0.06510000000000002,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999999,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.009899999999999997,1
1,1,0.038400000000000004,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.0,1
1,1,0.04750000000000003,1
1,1,0.0,1
1,1,0.04750000000000003,1
1,1,0.0,1
